"","entity_name","entity_type","num_appearances","org_type","CBO"
"15609","california_department_of_drinking_water","ORG",2,NA,NA
"15610","city_of_elk_grove","GPE",9,NA,NA
"15611","city_of_galt","GPE",62,NA,NA
"15612","city_of_tracy","GPE",15,NA,NA
"15613","eastern_san_joaquingwa_board_and_advisory_committee","ORG",2,NA,NA
"15614","eastern_san_2025","ORG",1,NA,NA
"15615","eastern_san_joaquin_groundwater_subbasin","GPE",1,NA,NA
"15616","eastern_water_resources_model","ORG",1,NA,NA
"15617","environmental_justice_program","ORG",1,NA,NA
"15618","escalon_general_plan","ORG",1,NA,NA
"15619","farmington_groundwater_recharge_seasonal_habitat_study_final_report","ORG",1,NA,NA
"15620","franciscan_group","ORG",2,NA,NA
"15621","franks_tract_state_recreation_area","ORG",1,NA,NA
"15622","integrated_conjunctive_use_program","ORG",1,NA,NA
"15623","main_project_team","ORG",1,NA,NA
"15624","mokelumne_watershed_interregional_sustainability_evaluation","ORG",2,NA,NA
"15625","occidental_chemical_corporation_plume","ORG",1,NA,NA
"15626","ripon_city_council","ORG",1,NA,NA
"15627","specific_storagejid_strategic_water_master_plan","ORG",1,NA,NA
"15628","sacramento_county_code","ORG",5,NA,NA
"15629","sacramento_county_environmental_management_department","ORG",6,NA,NA
"15630","san_joaquin_county_delta_water_quality_coalition","ORG",3,NA,NA
"15631","stakeholder_engagement_and","ORG",1,NA,NA
"15632","thiobencarb","GPE",1,NA,NA
"15633","thornton","GPE",2,NA,NA
"15634","tonkin","GPE",1,NA,NA
"15635","tracy_lathrop","ORG",3,NA,NA
"15636","triallate","ORG",1,NA,NA
"15637","usd_elkhorn_specific_conductancehool_200_1","ORG",1,NA,NA
"15638","united_states_united_states_geological_survey_water_supply_paper","ORG",1,NA,NA
"15639","university_of_the_pacific_and","ORG",1,NA,NA
"15640","upper_turlock","GPE",1,NA,NA
"15641","valley_spring","GPE",1,NA,NA
"15642","vernalis_ecological_reserve","ORG",1,NA,NA
"15643","visualization_and_analysis_transparent","ORG",1,NA,NA
"15644","woodbridge_irrigation_district_s","ORG",1,NA,NA
"15645","wiin","ORG",3,NA,NA
"15646","wastewater_quality_control_facility","ORG",1,NA,NA
"15647","water_budget_background_information_water","ORG",1,NA,NA
"15648","water_budget_estimates","ORG",1,NA,NA
"15649","water_management_programs_and","ORG",1,NA,NA
"15650","water_program","ORG",1,NA,NA
"15651","water_service_in_antiquated_subdivisions","ORG",1,NA,NA
"15652","woodbridge_irrigation_district_woodbridge_irrigation_district","ORG",1,NA,NA
"15653","a_development_bank","ORG",1,NA,NA
"15654","a_technical_review_committee","ORG",1,NA,NA
"15655","albifrons","ORG",1,NA,NA
"15656","an_ad_hoc_committee","ORG",4,NA,NA
"15657","bi_weekly","ORG",2,NA,NA
"15658","heterophylla","ORG",1,NA,NA
"15659","httpwwwwatercagovwateruseefficiencysb7docs2015","ORG",1,NA,NA
"15660","rhyolitic","ORG",6,NA,NA
"15661","ad_hoc_technical_review_committee","ORG",1,NA,NA
"15662","united_states_united_states_united_states_united_states_bureau_of_reclamation_s","ORG",2,NA,NA
"15663","central_san_joaquin_water_conservation_district_board_of_directors","ORG",1,NA,NA
"15664","calaveras_county_environmental_health_department","ORG",1,NA,NA
"15665","california_irrigation_district_act","ORG",1,NA,NA
"15666","california_urban_water_conservation_council","ORG",2,NA,NA
"15667","california_water_conservation_act_of","ORG",1,NA,NA
"15668","catholic_charities","ORG",1,NA,NA
"15669","cities_of_ripon","ORG",1,NA,NA
"15670","city_council_and_planning_commission","ORG",1,NA,NA
"15671","city_of_escalon_s","GPE",1,NA,NA
"15672","city_of_manteca_s","GPE",1,NA,NA
"15673","city_of_ripon_s","GPE",1,NA,NA
"15674","city_of_riverbank","GPE",1,NA,NA
"15675","county_of_calaveras","GPE",1,NA,NA
"15676","department_of_water_resources_best_management_practice","ORG",4,NA,NA
"15677","department_of_water_resources_online_system","ORG",6,NA,NA
"15678","diocese_of","ORG",1,NA,NA
"15679","diocese_of_stockton_catholic_charities","ORG",1,NA,NA
"15680","draft_monitoring_networks_and_identification_of_data_gaps_best_management_practice","ORG",2,NA,NA
"15681","eastern_san_joaquingwa_board_of_directors","ORG",1,NA,NA
"15682","eastern_san_joaquingwa_bylaws","ORG",1,NA,NA
"15683","farmington_program","ORG",1,NA,NA
"15684","groundwater_sustainability_plan_implementation_ad_hoc_committee","ORG",1,NA,NA
"15685","irrigation_district_act","ORG",1,NA,NA
"15686","joint_partnershipsa_agreement","ORG",1,NA,NA
"15687","japanese_aerospace_exploration_agency_s","ORG",1,NA,NA
"15688","joint_main_canal","ORG",2,NA,NA
"15689","land_use_and_resource_management_plan","ORG",1,NA,NA
"15690","list_of_critically_overdrafted_basins","ORG",1,NA,NA
"15691","lodi_groundwater_sustainability_agency","ORG",1,NA,NA
"15692","model_landscape_ordinance","ORG",1,NA,NA
"15693","new_melones_unit","ORG",1,NA,NA
"15694","north_system_pump_and_distribution_system","ORG",1,NA,NA
"15695","northeastern_san_joaquin_county_groundwater_banking_authority","ORG",1,NA,NA
"15696","oakdale_irrigation_district_agricultural_water_management_plans","ORG",1,NA,NA
"15697","occidental_chemical_corporation","ORG",2,NA,NA
"15698","opti_public_user_guide","ORG",2,NA,NA
"15699","projects_and_management_actions_workshop","ORG",1,NA,NA
"15700","public_facilities_implementation_plan","ORG",1,NA,NA
"15701","salt_spring_valley_reservoir","GPE",1,NA,NA
"15702","san_joaquin_council_of_governments","ORG",1,NA,NA
"15703","san_joaquin_county_general_plan","ORG",1,NA,NA
"15704","san_joaquin_county_water_works_district","ORG",1,NA,NA
"15705","south_main_canal","ORG",1,NA,NA
"15706","south_system_pump_and_distribution_system","ORG",1,NA,NA
"15707","state_delta_protection_act","ORG",1,NA,NA
"15708","state_farmland","GPE",1,NA,NA
"15709","united_states_united_states_united_states_united_states_united_states_geological_survey_water_supply_paper","ORG",1,NA,NA
"15710","upper_farmington_canal","ORG",1,NA,NA
"15711","upper_and_lower_mokelumne_river","ORG",1,NA,NA
"15712","water_conservation_district_act_of","ORG",1,NA,NA
"15713","white_slough_wildlife_area","ORG",1,NA,NA
"15714","this_technical_memorandum","ORG",8,NA,NA
"15715","westside_continental_formation","ORG",1,NA,NA
"15716","alpaugh_groundwater_sustainability_agency","ORG",315,NA,NA
"15717","tule_subbasin_tac","ORG",114,NA,NA
"15718","tule_subbasin_tac_s","ORG",36,NA,NA
"15719","deid","ORG",26,NA,NA
"15720","alpaugh_groundwater_sustainability_agency_s","ORG",9,NA,NA
"15721","etgsa","ORG",47,NA,NA
"15722","total_suspended_solids","ORG",9,NA,NA
"15723","alpaugh_community_services_district","ORG",8,NA,NA
"15724","rpd","ORG",26,NA,NA
"15725","thomas_harder_co","ORG",23,NA,NA
"15726","deer_creek_and_tule_river_authority","ORG",169,NA,NA
"15727","atwell_island_water_district","ORG",2,NA,NA
"15728","deid_groundwater_sustainability_agency","ORG",4,NA,NA
"15729","groundwater_sustainability_agency_management_area_rms","ORG",4,NA,NA
"15730","groundwater_sustainability_agency_management_area_rms_sites","ORG",4,NA,NA
"15731","n_a_n_a_n_a_n_a_n_a","ORG",2,NA,NA
"15732","no_data","ORG",4,NA,NA
"15733","tulare_county_resource_management_agency","ORG",2,NA,NA
"15734","department_of_toxic_substances_control_s","ORG",6,NA,NA
"15735","sustainable_groundwater_management_act_sustainability_goals","ORG",2,NA,NA
"15736","4500000_chemigation_fert","ORG",1,NA,NA
"15737","crc_pipeline","ORG",5,NA,NA
"15738","california_groundwater_sustainability_agency","ORG",1,NA,NA
"15739","country_road_orange","ORG",1,NA,NA
"15740","discharge","ORG",13,NA,NA
"15741","dripline_maintenance","ORG",1,NA,NA
"15742","e0334821_t22s","ORG",1,NA,NA
"15743","frink","GPE",3,NA,NA
"15744","groundwater_sustainability_agency_management_area_representative_monitoring_sites","ORG",2,NA,NA
"15745","groundwater_elevation_monitoring_program","ORG",1,NA,NA
"15746","historical_data","ORG",1,NA,NA
"15747","irrigation_training_resource_center","GPE",2,NA,NA
"15748","irrigation_labor","ORG",1,NA,NA
"15749","kern_county_subbasins","GPE",5,NA,NA
"15750","netafim","GPE",1,NA,NA
"15751","pump_station_improvements","ORG",1,NA,NA
"15752","qapp","ORG",2,NA,NA
"15753","risers","ORG",1,NA,NA
"15754","section_416","ORG",4,NA,NA
"15755","sub_mains","ORG",1,NA,NA
"15756","tac","ORG",31,NA,NA
"15757","table_5_3","ORG",5,NA,NA
"15758","table_5_4","ORG",5,NA,NA
"15759","alpaugh_groundwater_sustainability_agency_board","ORG",1,NA,NA
"15760","sustainability_goal_of_alpaugh_groundwater_sustainability_agency","ORG",1,NA,NA
"15761","western_farm_services","ORG",1,NA,NA
"15762","tulare_county_environmental_health_services_division_2018a","ORG",1,NA,NA
"15763","tulare_county_planning_commission","ORG",1,NA,NA
"15764","organochlorine_pesticides","ORG",1,NA,NA
"15765","alpaugh_community_plan","ORG",1,NA,NA
"15766","community_of_alpaugh","ORG",1,NA,NA
"15767","department_of_water_resources_irrigation_management_information_system","ORG",12,NA,NA
"15768","sustainability_goal_of_the_subbasin","ORG",1,NA,NA
"15769","tule_subbasin_groundwater_model","ORG",1,NA,NA
"15770","tule_subbasin_mou_group_technical_advisory_committee","ORG",1,NA,NA
"15771","ksat","ORG",4,NA,NA
"15772","ayers","ORG",2,NA,NA
"15773","bypass","ORG",2,NA,NA
"15774","california_water_code","GPE",9,NA,NA
"15775","firebaugh_confidence_intervalsmis","ORG",2,NA,NA
"15776","nsgsa","ORG",2,NA,NA
"15777","sand_slough","GPE",2,NA,NA
"15778","subbasins","ORG",4,NA,NA
"15779","madera_station","ORG",3,NA,NA
"15780","agricultural_water_quality_nitrogen","ORG",1,NA,NA
"15781","casegem","ORG",1,NA,NA
"15782","chowchilla_bypass_flood_water","ORG",1,NA,NA
"15783","city_of_madera","ORG",1,NA,NA
"15784","department_of_water_resources_basin_no","ORG",3,NA,NA
"15785","d_s_end","ORG",1,NA,NA
"15786","fi","ORG",1,NA,NA
"15787","fram","ORG",4,NA,NA
"15788","groundwater_sustainability_plan_components_regulation_requirement","ORG",1,NA,NA
"15789","groundwater_sustainability_plan_projects_and_programs","ORG",1,NA,NA
"15790","gw_change","ORG",1,NA,NA
"15791","groundwater_pumping_for","ORG",1,NA,NA
"15792","implementation_of_projects_and_estimated_costs_per","ORG",1,NA,NA
"15793","libya","GPE",1,NA,NA
"15794","lower_san_joaquin_levee","GPE",1,NA,NA
"15795","madchow25","ORG",1,NA,NA
"15796","madera_subbasin_sustainable_groundwater_management","ORG",1,NA,NA
"15797","madera_subbasin_water_budget_conceptual_model","ORG",1,NA,NA
"15798","management_programs","ORG",4,NA,NA
"15799","nswdgsp","ORG",1,NA,NA
"15800","ns_groundwater_sustainability_agency_meeting","ORG",1,NA,NA
"15801","new_stone_s","GPE",1,NA,NA
"15802","recharge_basins_canal","ORG",1,NA,NA
"15803","review_and_evaluation_of_monitoring_network","ORG",1,NA,NA
"15804","rip_rap","ORG",1,NA,NA
"15805","sustainable_groundwater_management_act_groundwater_sustainability_plan_specific_events","ORG",1,NA,NA
"15806","state_water_resources_control_board_data","ORG",3,NA,NA
"15807","springs","ORG",1,NA,NA
"15808","surface_water_acquisition_programs_acquisition","ORG",1,NA,NA
"15809","california_state_groundwater_elevation_monitoring_statewide_groundwater_elevation_monitoring","ORG",2,NA,NA
"15810","madera_county_community_and_economic_development","ORG",1,NA,NA
"15811","title_3_of","ORG",1,NA,NA
"15812","tuolumne","ORG",3,NA,NA
"15813","a_dairy_element","ORG",1,NA,NA
"15814","basin_technical_committee","ORG",2,NA,NA
"15815","friant_central_valley_project","ORG",1,NA,NA
"15816","lower_san_joaquin_levee_control_district","ORG",1,NA,NA
"15817","madera_county_planning_commission","ORG",1,NA,NA
"15818","madera_general_plan_on_water_demands","ORG",1,NA,NA
"15819","national_climactic_data_center","ORG",1,NA,NA
"15820","new_stone_water_district_groundwater_sustainability_plan","ORG",1,NA,NA
"15821","sand_slough_connector_chanel","ORG",1,NA,NA
"15822","these_state","ORG",1,NA,NA
"15823","okieville","GPE",48,NA,NA
"15824","bsk","ORG",58,NA,NA
"15825","wri","ORG",19,NA,NA
"15826","representative_monitoring_well","ORG",17,NA,NA
"15827","gmp","ORG",35,NA,NA
"15828","waukena","ORG",15,NA,NA
"15829","north_cell","ORG",18,NA,NA
"15830","crocker_cut","ORG",13,NA,NA
"15831","mkgsa_advisory_committee","ORG",14,NA,NA
"15832","main_intake_canal","ORG",14,NA,NA
"15833","tulare_id","ORG",9,NA,NA
"15834","mkgsa_board","ORG",9,NA,NA
"15835","moore_twining_associates_environmental_division_project","ORG",8,NA,NA
"15836","s_disadvantaged_community","ORG",15,NA,NA
"15837","waukena_elementary_school","ORG",10,NA,NA
"15838","cameron_creek","GPE",7,NA,NA
"15839","mid_kaweah","ORG",15,NA,NA
"15840","olive","ORG",9,NA,NA
"15841","mkgsa_board_of_directors","ORG",9,NA,NA
"15842","moore_twining_associates_environmental_division","ORG",6,NA,NA
"15843","northwest_cell","ORG",7,NA,NA
"15844","okieville_highland_acres_mutual_water_company","ORG",8,NA,NA
"15845","sjr_restoration","ORG",6,NA,NA
"15846","sm_ml","ORG",6,NA,NA
"15847","sun_world","ORG",6,NA,NA
"15848","united_states_census_bureau_disadvantaged_community_tract","ORG",6,NA,NA
"15849","well_monitoring_folder","ORG",6,NA,NA
"15850","dž_ϭ͘ϲ_ϭ͘ϲ_ϭ͘ϲ_ϭ͘ϰ_ϭ͘ϰ_ϭ͘ϰ","ORG",6,NA,NA
"15851","reclamation_s_funding_constrained_framework_for_implementing_the_san_joaquin_river_restorations","ORG",6,NA,NA
"15852","buena_vista_school","ORG",5,NA,NA
"15853","hydrometrics_wri","ORG",5,NA,NA
"15854","mw_n","ORG",5,NA,NA
"15855","mw_s","ORG",5,NA,NA
"15856","system_optimization_review_study","ORG",10,NA,NA
"15857","visalia_water_conservation_plant","ORG",7,NA,NA
"15858","aashto","ORG",4,NA,NA
"15859","agricultural_water_resources_wr15_expand_use_of","ORG",4,NA,NA
"15860","assistance_program","ORG",6,NA,NA
"15861","us_department_of_transportation","ORG",4,NA,NA
"15862","groundwater_sustainability_plan_section_setting","ORG",4,NA,NA
"15863","increased","ORG",4,NA,NA
"15864","ksb","ORG",4,NA,NA
"15865","multiple_comment_response","ORG",6,NA,NA
"15866","mill","ORG",5,NA,NA
"15867","montgomery_associates","ORG",14,NA,NA
"15868","moore_twining_associates","ORG",4,NA,NA
"15869","must_include_additional_information_in_order","ORG",4,NA,NA
"15870","nd_analyte","ORG",4,NA,NA
"15871","pfs21_water_supply_pfs25","ORG",4,NA,NA
"15872","paper_subdivision_consolidation_lu21","ORG",4,NA,NA
"15873","sdws","ORG",4,NA,NA
"15874","sm_dissolved","ORG",4,NA,NA
"15875","southwest_cells","ORG",4,NA,NA
"15876","sun_world_s","ORG",4,NA,NA
"15877","mid_kaweah_groundwater_sustainability_agency_s","ORG",9,NA,NA
"15878","beneficial_users","ORG",19,NA,NA
"15879","department_of_water_resources_form_1213","ORG",3,NA,NA
"15880","groundwater_sustainability_plan_regulations_section","ORG",5,NA,NA
"15881","groundwater_sustainability_plan_section","ORG",9,NA,NA
"15882","lsid","GPE",3,NA,NA
"15883","moore_twining_associates_environmental_division_project_water_conservation_plant","ORG",3,NA,NA
"15884","stantec","ORG",35,NA,NA
"15885","sustainable_conservation","ORG",6,NA,NA
"15886","southwest_cell","ORG",4,NA,NA
"15887","st_johns_river_siphon","ORG",4,NA,NA
"15888","water_energy_and_efficiency_grant","ORG",4,NA,NA
"15889","waukena_elementary","ORG",3,NA,NA
"15890","mk_advisory_committee","ORG",3,NA,NA
"15891","natural_community_dataset","ORG",3,NA,NA
"15892","tulare_county_2012","ORG",4,NA,NA
"15893","ag17_preservation_of_agricultural_lands","ORG",2,NA,NA
"15894","account_for_s_disadvantaged_community_outreach","ORG",3,NA,NA
"15895","adaptive_management_trigger_system_develop","ORG",2,NA,NA
"15896","advisory","ORG",5,NA,NA
"15897","agricultural_irrigation_efficiency_wr","ORG",2,NA,NA
"15898","basin_no","GPE",2,NA,NA
"15899","braatne_etal","ORG",2,NA,NA
"15900","broad_considerations_for_projects_and_management_actions","ORG",2,NA,NA
"15901","cycle","ORG",3,NA,NA
"15902","committee_action","ORG",2,NA,NA
"15903","committee_and_governing_board","ORG",2,NA,NA
"15904","conservation_easements","ORG",6,NA,NA
"15905","county_adopted_city_general_plans","ORG",2,NA,NA
"15906","crocker_cut_channel","ORG",2,NA,NA
"15907","current_county","GPE",2,NA,NA
"15908","department_of_water_resources_form","ORG",2,NA,NA
"15909","determination_of_agricultural_land_rvlp_15_non_conforming","ORG",2,NA,NA
"15910","digital_elevation_model_that","ORG",2,NA,NA
"15911","distribution_system_maintenance_improvements","ORG",2,NA,NA
"15912","district_ag","ORG",2,NA,NA
"15913","elk_bayou","GPE",2,NA,NA
"15914","engineer_s_estimate","ORG",2,NA,NA
"15915","exchange_partners","ORG",2,NA,NA
"15916","fonsi","ORG",6,NA,NA
"15917","farmland_trust_and_funding_sources_ag28_agricultural_education_programs","ORG",2,NA,NA
"15918","federal_grants","ORG",2,NA,NA
"15919","floodwater_the_district","ORG",2,NA,NA
"15920","gkgsa","ORG",10,NA,NA
"15921","injection_wells","ORG",2,NA,NA
"15922","kcwcd","GPE",2,NA,NA
"15923","kern_county_water_agency","GPE",2,NA,NA
"15924","kern_water_bank_authority","ORG",10,NA,NA
"15925","l_200","ORG",3,NA,NA
"15926","landowner_roundtable","ORG",2,NA,NA
"15927","liberty_school","ORG",2,NA,NA
"15928","mgksa","ORG",2,NA,NA
"15929","mkgsa_groundwater_storage_sustainable_management_criteria","ORG",2,NA,NA
"15930","ml_cl","ORG",2,NA,NA
"15931","minimum_threshold_mos","ORG",2,NA,NA
"15932","mwf","ORG",2,NA,NA
"15933","management_actions_groundwater_extraction_allocation_framework","ORG",2,NA,NA
"15934","market_trading_management_actions","ORG",2,NA,NA
"15935","metered_metered","ORG",2,NA,NA
"15936","modoc","GPE",40,NA,NA
"15937","moore_twining_s_state","ORG",2,NA,NA
"15938","multi_level_monitoring_wells_number_of_domestic_wells_per_section","ORG",2,NA,NA
"15939","np","ORG",5,NA,NA
"15940","non_governmental_organization","ORG",2,NA,NA
"15941","north_branch","GPE",3,NA,NA
"15942","oak_valley_school","ORG",2,NA,NA
"15943","okieville_highland_acres_mutual_water_co","ORG",2,NA,NA
"15944","phreatophyte","ORG",3,NA,NA
"15945","pioneer_project_recovery_participants","ORG",2,NA,NA
"15946","private_wells_new_systems","ORG",2,NA,NA
"15947","projects_and_x","ORG",3,NA,NA
"15948","prop_68_groundwater_treatment_and_remediation_grant_program","ORG",2,NA,NA
"15949","provide","ORG",3,NA,NA
"15950","recovered_water_account_program","ORG",2,NA,NA
"15951","recirculation_return_partners","ORG",2,NA,NA
"15952","reclaimed_wastewater_wr16","ORG",2,NA,NA
"15953","sgmp_data_type_specific_data","ORG",2,NA,NA
"15954","sjr_settlement","ORG",2,NA,NA
"15955","sm_dissolved_10","ORG",2,NA,NA
"15956","system_optimization_review","ORG",4,NA,NA
"15957","section_7481","ORG",2,NA,NA
"15958","see_tulare_county_general_plan_health_and_safety_element_figure","ORG",2,NA,NA
"15959","sierra_club_mineral_king_group","ORG",2,NA,NA
"15960","sites_bmp","ORG",2,NA,NA
"15961","soults_mutual_water_company","ORG",3,NA,NA
"15962","south_cell","GPE",3,NA,NA
"15963","south_valley","GPE",4,NA,NA
"15964","swall_basin_southwest_cell","GPE",2,NA,NA
"15965","test_methods_for_evaluating_solid_waste","ORG",2,NA,NA
"15966","kern_county_well_mitigation_strategy","ORG",4,NA,NA
"15967","san_joaquin_river_restorations_water_management_goal","ORG",2,NA,NA
"15968","san_joaquin_kit_fox","ORG",3,NA,NA
"15969","small_systems_domestic_well_owner_assistance","ORG",2,NA,NA
"15970","trends","ORG",4,NA,NA
"15971","tucson","GPE",13,NA,NA
"15972","tulare_county_agricultural_zones","ORG",2,NA,NA
"15973","uab","ORG",2,NA,NA
"15974","valley_oak","GPE",5,NA,NA
"15975","valley_oaks","GPE",24,NA,NA
"15976","wr313_pfs21_water_supply","ORG",2,NA,NA
"15977","water_resource_investigation","ORG",2,NA,NA
"15978","water_sources_and_legal_authority","ORG",2,NA,NA
"15979","water_supply_balance","ORG",2,NA,NA
"15980","water_systems","ORG",5,NA,NA
"15981","wells_24","ORG",2,NA,NA
"15982","wells_water_quality_wr12_groundwater_monitoring","ORG",2,NA,NA
"15983","wuchumna_wc","ORG",2,NA,NA
"15984","a_management_committee","ORG",2,NA,NA
"15985","an_agency","ORG",2,NA,NA
"15986","arsenic15","ORG",2,NA,NA
"15987","i_drinking_water_wells_monitoring_network","ORG",2,NA,NA
"15988","north_tulare","GPE",2,NA,NA
"15989","district_totaling","GPE",2,NA,NA
"15990","focused_technical_analysis","ORG",2,NA,NA
"15991","groundwater_sustainability_plan_committee","ORG",13,NA,NA
"15992","groundwater_allocation_framework","ORG",3,NA,NA
"15993","human","ORG",4,NA,NA
"15994","interested_party_databases","ORG",2,NA,NA
"15995","kaweah_groundwater_communications_portal","ORG",2,NA,NA
"15996","kaweah_st_johns_friant_central_valleyp","ORG",2,NA,NA
"15997","kaweah_st_johns_rivers","ORG",2,NA,NA
"15998","kaweah_subbasin_management_team_see_section","ORG",2,NA,NA
"15999","main_intake_canal_seepage_reimbursement_program","ORG",2,NA,NA
"16000","mkgsa_groundwater_allocation_framework","ORG",2,NA,NA
"16001","mkgsa_identify","ORG",2,NA,NA
"16002","midkaweah_groundwater_sustainability_agency","ORG",2,NA,NA
"16003","mid_kaweah_groundwater_sustainability_agency_service_area","ORG",2,NA,NA
"16004","monitoring_and_analysis","ORG",3,NA,NA
"16005","natural_communities_commonly_associated_with_groundwater_dataset21","ORG",2,NA,NA
"16006","packwood_creek_project","ORG",2,NA,NA
"16007","packwood_creek_structures_project","ORG",2,NA,NA
"16008","project_and_management_actions_in_section_7_of_the_plan","ORG",2,NA,NA
"16009","public_3","ORG",2,NA,NA
"16010","pumping_restriction_program","ORG",3,NA,NA
"16011","sustainable_groundwater_management_act_water_quality_frequently","ORG",2,NA,NA
"16012","tulare_board_of_public_utilities","ORG",2,NA,NA
"16013","well_network","ORG",2,NA,NA
"16014","this_mkgsa_basin_setting_section","ORG",2,NA,NA
"16015","to_modify_for_future_climate_change_based_projections","ORG",2,NA,NA
"16016","af_acre_day","ORG",1,NA,NA
"16017","ap","ORG",3,NA,NA
"16018","abercrombie","ORG",1,NA,NA
"16019","active_groundwater_sustainability_agency_coordination_with_water_quality_agencies_and_coalitions","ORG",1,NA,NA
"16020","advisory_committee_and_technical_advisory_subcommittee","ORG",1,NA,NA
"16021","ag_water_quality","ORG",1,NA,NA
"16022","ag_water_quality_goal","ORG",1,NA,NA
"16023","agricultural_subbasin","ORG",1,NA,NA
"16024","agricultural_water_conservation_and_management_description_tulare_irrigation_district","ORG",1,NA,NA
"16025","algorithm_for_land","ORG",1,NA,NA
"16026","ambient_water_quality_control_objectives","ORG",1,NA,NA
"16027","analysis_of","ORG",1,NA,NA
"16028","appendix_b_laboratory","ORG",1,NA,NA
"16029","applying","ORG",1,NA,NA
"16030","attachment_d_of","ORG",1,NA,NA
"16031","bingtm","ORG",1,NA,NA
"16032","board_of_public","ORG",1,NA,NA
"16033","boyajian_ross","ORG",1,NA,NA
"16034","buena_vista_elementary","ORG",1,NA,NA
"16035","united_states_united_states_united_states_bureau_of_reclamation_water_energy_and_efficiency_grant","ORG",1,NA,NA
"16036","burgy","GPE",1,NA,NA
"16037","comment_identification_number","ORG",1,NA,NA
"16038","california_natural_diversity_data_base_map_of_district","GPE",1,NA,NA
"16039","cors","ORG",1,NA,NA
"16040","cwc_guide_to","ORG",1,NA,NA
"16041","cwsc","ORG",5,NA,NA
"16042","calwater","ORG",4,NA,NA
"16043","cal_poly_san_luis_obispo","ORG",1,NA,NA
"16044","department_of_fish_and_wildlife_state_agency","ORG",1,NA,NA
"16045","california_department_of_x_finance","ORG",1,NA,NA
"16046","check","ORG",1,NA,NA
"16047","checklist_items_8_9","ORG",1,NA,NA
"16048","city_of_t","ORG",1,NA,NA
"16049","community_resources","ORG",1,NA,NA
"16050","concern_concern","ORG",1,NA,NA
"16051","conjunctive_exchange_program","ORG",1,NA,NA
"16052","constrained","ORG",1,NA,NA
"16053","content","ORG",1,NA,NA
"16054","cooperation_and_coordination_of_the_kaweah_subbasin_6","ORG",1,NA,NA
"16055","coordination_of_watershed_management_on_public_land","ORG",1,NA,NA
"16056","corps","ORG",6,NA,NA
"16057","coupled_model_intercomparison_projects","ORG",1,NA,NA
"16058","creamline_basin_northeast_cell","ORG",1,NA,NA
"16059","creamline_basin_southeast_cell_operational","ORG",1,NA,NA
"16060","creek_channels_for_recharge_local","ORG",1,NA,NA
"16061","crocker","ORG",1,NA,NA
"16062","current_and_historical_groundwater_conditions","ORG",1,NA,NA
"16063","department_of_water_resources_sustainable_groundwater_management_act_guidance","ORG",1,NA,NA
"16064","department_of_water_resources_stakeholder_communication_and_engagement_guidance_document","ORG",1,NA,NA
"16065","department_of_water_resources_s_sustainable_management_criteria_bmp","ORG",1,NA,NA
"16066","definitions_bs2_recovery","ORG",1,NA,NA
"16067","delta_water_reliability","ORG",1,NA,NA
"16068","department_of_pesticide_table","ORG",1,NA,NA
"16069","department_of_water_resource_local_groundwater_assistance_grant","ORG",1,NA,NA
"16070","develop_an","ORG",1,NA,NA
"16071","distirct","GPE",1,NA,NA
"16072","distribution_system_maintenance_improvement_eleven","ORG",1,NA,NA
"16073","district_consumptive_use_analysis","ORG",1,NA,NA
"16074","district_facilities","ORG",1,NA,NA
"16075","district_geology","GPE",1,NA,NA
"16076","district_manager","ORG",2,NA,NA
"16077","district_s_engineering_technician","ORG",1,NA,NA
"16078","district_s_friant_division_central_valleyp","ORG",1,NA,NA
"16079","dual_completion_monitoring_well_installation_report","ORG",1,NA,NA
"16080","es1_district_water_supply","ORG",1,NA,NA
"16081","etof2014_ůĩăůĩă","ORG",1,NA,NA
"16082","each_year","ORG",1,NA,NA
"16083","east_cells","GPE",1,NA,NA
"16084","eastside_regional_park_groundwater_recharge","ORG",1,NA,NA
"16085","euthamia","ORG",2,NA,NA
"16086","evans_ditch_co_table","ORG",1,NA,NA
"16087","exeter_id","GPE",1,NA,NA
"16088","farmerville","ORG",1,NA,NA
"16089","flood_mar","ORG",1,NA,NA
"16090","friant_division_central_valleyp_contractor","ORG",1,NA,NA
"16091","friant_wa_s","ORG",1,NA,NA
"16092","future_project","ORG",1,NA,NA
"16093","gis_information","ORG",1,NA,NA
"16094","gl","ORG",4,NA,NA
"16095","groundwater_recharge_assessment_tool_groundwater_recharge_assessment_tool","ORG",1,NA,NA
"16096","groundwater_sustainability_agency_groundwater_level","ORG",1,NA,NA
"16097","groundwater_sustainability_agency_management_enforcement","ORG",1,NA,NA
"16098","groundwater_sustainability_agency_water_budget","ORG",1,NA,NA
"16099","groundwater_sustainability_plan_annotated_outline_guidance_document_and_stakeholder_communication_and_engagement_guidance_document","ORG",1,NA,NA
"16100","groundwater_sustainability_plan_assessment","ORG",2,NA,NA
"16101","groundwater_sustainability_plan_emergency_regulations_regulations","ORG",1,NA,NA
"16102","geotechnical_characterization_report","ORG",1,NA,NA
"16103","groundwater_central_valley_regional","ORG",1,NA,NA
"16104","groundwater_level_representative_monitoring_wells","ORG",1,NA,NA
"16105","groundwater_model_components","ORG",1,NA,NA
"16106","groundwater_recharge_capacity_evaluation","ORG",1,NA,NA
"16107","guidelines_steel_tape_method","ORG",1,NA,NA
"16108","guinn_basin_153","ORG",1,NA,NA
"16109","hz4","ORG",1,NA,NA
