"name","num_appearances_sum","num_appearances_mean","num_types","entity_type","AI_TAGGED"
"la_grange",7,7,1,"City",0
"la_selva_beach",7,7,1,"City",0
"land_iq",7,1,1,"Company",1
"lateral_subsurface_groundwater_flows",7,2,1,"Natural_Feature",1
"layer_property_flow",7,7,1,"Technical",1
"lepomis",7,2,2,"Natural_Feature",1
"lessalt_water_treatment_plant",7,7,1,"Infrastructure",1
"linda",7,4,1,"City",0
"lindmore_irrigation_district",7,7,1,"District",0
"little_shasta_river",7,7,1,"Natural_Feature",0
"los_gatos",7,7,1,"City",0
"los_molinos_subbasins",7,4,1,"Basin",0
"los_olivos_community_service_district",7,7,1,"District",0
"los_vaqueros_reservoir",7,2,1,"Infrastructure",0
"lower_tule_river_groundwater_sustainability_agency_board",7,7,1,"Group",0
"mailchimp",7,2,1,"Company",1
"management_action_no",7,4,1,"Nonsense",1
"mapmyindia",7,2,1,"Company",1
"marin_water",7,7,1,"District",1
"maslonkowski",7,7,1,"Person",1
"mbk_engineers",7,4,1,"Company",1
"mcwra_board_of_supervisors",7,7,1,"Group",0
"mdbm",7,4,1,"Nonsense",1
"measurable_objectives_and_minimum_thresholds",7,2,1,"Reference",1
"mebp",7,7,1,"Nonsense",1
"medium",7,1,1,"Nonsense",1
"mendota_subbasin_coordination_agreement",7,1,1,"Group",0
"merced_co_groundwater_sustainability_agency",7,7,1,"Other_GSA",0
"mid_valley_wd",7,1,1,"District",0
"millard_canyons",7,7,1,"Natural_Feature",1
"mint_canyon",7,7,1,"Geographic_Unit",1
"modeling_best_management_practices",7,1,1,"Technical",0
"modeling_best_management_practices_guidance_document",7,1,1,"Technical",0
"modflow_one_water_hydrologic_model",7,4,1,"Technical",0
"modoc_county_board_of_supervisors",7,7,1,"Group",0
"mollisols",7,2,1,"Natural_Feature",1
"monterey_county_flood_control_and_water_conservation_district",7,2,1,"District",0
"montgomery_associates",7,2,1,"Company",1
"moyle",7,7,1,"Nonsense",1
"mpwmdfo10d",7,7,1,"Nonsense",1
"mwd",7,7,1,"District",0
"napa_resource_conservation_district",7,7,1,"District",0
"napa_valley_groundwater_subbasin",7,7,1,"Basin",0
"national_marine_fisheries",7,7,1,"Federal_Gov",1
"national_primary_drinking_water_regulations",7,1,1,"Legal",0
"ncdm",7,7,1,"Nonsense",1
"net_recharge",7,1,1,"Technical",1
"network",7,7,1,"Nonsense",1
"niswonger_et_al",7,2,2,"Reference",1
"non_voting_representatives",7,7,1,"Group",1
"north_central_region_office",7,7,1,"Local_Gov",1
"northern_sacramento_valley",7,2,1,"Geographic_Unit",0
"northwest_cell",7,7,1,"Geographic_Unit",1
"nrd",7,4,1,"District",1
"oat_creek",7,7,1,"Natural_Feature",0
"olcese_sand_aquifer_unit",7,7,1,"Natural_Feature",1
"oneill_ranch",7,7,1,"Nonsense",1
"orange_cove_irrigation_district",7,7,1,"District",0
"orcutt_sand",7,4,1,"Natural_Feature",0
"owens_creek",7,7,1,"Natural_Feature",0
"oxnard_basins",7,7,1,"Basin",0
"pacific_gas_and_electric_company",7,2,1,"Company",1
"paicines_reservoir",7,7,1,"Infrastructure",0
"pala",7,7,1,"City",0
"paleogene",7,4,2,"Geographic_Unit",1
"palomar",7,4,1,"Nonsense",1
"pavley",7,1,1,"Legal",1
"periodic_evaluation",7,1,1,"Technical",1
"pixid_groundwater_sustainability_agency",7,7,1,"Other_GSA",0
"pixley_public_utility_district",7,7,1,"District",0
"plainview_mutual_water_company",7,7,1,"Company",1
"planned_projects_and_management_actions",7,7,1,"Reference",1
"plumas_national_forest",7,7,1,"Natural_Feature",1
"point_mugu",7,7,1,"Natural_Feature",1
"policy_project",7,4,1,"Water_Project",0
"poplar",7,7,1,"Nonsense",1
"portland",7,7,1,"Local_Gov",1
"public_water_systems",7,1,1,"Natural_Feature",0
"pyramid_hills_sands",7,7,1,"Natural_Feature",0
"quercus",7,2,1,"Nonsense",1
"r1",7,2,1,"Nonsense",1
"raisin_city_oil_field",7,7,1,"Natural_Feature",1
"ramirez_water_district",7,4,1,"District",0
"rancho_murieta",7,7,1,"City",0
"rancho_temescal",7,4,1,"Geographic_Unit",1
"receiving_water",7,1,1,"Natural_Feature",1
"recycled_water_irrigation_areas",7,7,1,"Geographic_Unit",0
"regional_boards",7,1,1,"Group",0
"regional_critical_infrastructure",7,7,1,"Infrastructure",1
"regional_water_quality_control_board_wqo",7,4,2,"Group",1
"regionals",7,7,1,"Nonsense",1
"rehoboth",7,7,1,"Nonsense",1
"reilly",7,2,2,"Person",1
"reliance",7,7,1,"Nonsense",1
"replace_existing_facilities",7,7,1,"Nonsense",1
"resource_conservation_district_of",7,7,1,"District",1
"riverwash_scrub",7,7,1,"Natural_Feature",1
"rmw_initial_studyw01",7,7,1,"Reference",1
"rmw_water_quality",7,7,1,"Technical",1
"rockwood",7,7,1,"Nonsense",1
"rod",7,4,1,"Nonsense",1
"rosenberg",7,7,1,"Nonsense",1
"russell_city_energy_center",7,7,1,"Infrastructure",1
"s",7,1,1,"Nonsense",1
"sacramento_county_farm_bureau",7,4,1,"NGO",1
"san_antonio_formation",7,7,1,"Natural_Feature",0
"san_bernardino_subbasin",7,7,1,"Basin",0
"san_gabriel",7,2,1,"City",0
"san_jacinto_fault_zone",7,4,1,"Geographic_Unit",0
"san_jacinto_fault_zones",7,7,1,"Geographic_Unit",0
"san_joaquin_river_exchange_contractors_water_authority",7,7,1,"Group",0
"san_joaquin_river_restoration",7,2,1,"Water_Project",1
"san_joaquin_valley_basin",7,1,1,"Basin",0
"san_juan_bautista_subbasins",7,7,1,"Basin",0
"san_luis_reservoir",7,2,1,"Infrastructure",0
"sandy_mush_mutual_water_company",7,7,1,"Company",1
"santa_ana_mountains",7,7,1,"Natural_Feature",1
"santa_cruz_creek",7,7,1,"Natural_Feature",0
"santa_margarita_ranch_mutual_water_company",7,7,1,"District",1
"santa_nella_county_water_district",7,4,1,"District",0
"santa_ynez_basin",7,7,1,"Basin",0
"saucedo",7,4,1,"Nonsense",1
"scott_graham",7,7,1,"Person",1
"section_ff_ff",7,7,1,"Reference",0
"semcu",7,7,1,"District",1
"shallow_alluvial_deposits",7,7,1,"Natural_Feature",1
"shasta_river_downstream",7,7,1,"Natural_Feature",1
"sierra_valley_resource_conservation_district",7,7,1,"District",0
"sjrecgsa",7,4,1,"Other_GSA",0
"small_water_systems",7,2,1,"Natural_Feature",0
"soil_agricultural_groundwater_banking_index_data",7,1,1,"Technical",0
"sonoma_valley_integrated_groundwater_flow_model",7,7,1,"Technical",0
"southwest_kings",7,4,2,"District",1
"states",7,2,1,"Geographic_Unit",1
"statewide_groundwater_elevation_monitoring_statewide_groundwater_elevation_monitoring",7,1,1,"Technical",0
"stream",7,1,1,"Natural_Feature",1
"study",7,2,1,"Nonsense",1
"subarticle_2",7,1,1,"Reference",1
"subbasin_coordination_committee",7,2,1,"Group",0
"subbasin_data_management_system",7,2,1,"Technical",0
"subbasin_technical_committee",7,7,1,"Group",0
"subsurface",7,2,2,"Nonsense",1
"success",7,2,1,"Nonsense",1
"sulfate",7,2,1,"Natural_Feature",1
"sullivan_et_al",7,1,1,"Reference",1
"supplemental_monitoring_network",7,7,1,"Technical",0
"surface_energy_balance_algorithm_for_land",7,1,1,"Technical",1
"surface_executive",7,1,1,"Nonsense",1
"sustainability_goals",7,1,1,"Nonsense",1
"sustainable_groundwater_management_act_projects_for",7,1,1,"Legal",1
"sustainable_groundwater_management_act_services_activity_agreement",7,7,1,"Group",0
"sustainable_groundwater_management_act_sustainability_indicators",7,2,1,"Legal",1
"sustainable_management_criteria_section",7,4,1,"Reference",0
"table_v1",7,2,1,"Reference",0
"tba",7,4,1,"Nonsense",1
"teague_data_center",7,7,1,"Technical",0
"technical_advisory_committees",7,4,1,"Group",0
"tehama_colusa_canal",7,7,1,"Infrastructure",1
"tehama_counties",7,2,2,"Nonsense",1
"tejon_castac_water_district_groundwater_sustainability_agency",7,7,1,"Local_GSA",0
"temporary_agricultural_land_fallowing_project",7,7,1,"Water_Project",0
"this_public_outreach_and_engagement_plan",7,1,1,"Technical",0
"tif",7,7,1,"Nonsense",1
"tipton_community",7,2,1,"Group",0
"tmc",7,2,1,"Nonsense",1
"town_of_discovery_bay",7,7,1,"Local_Gov",1
"tracy_subbasin_groundwater_sustainability_agencies",7,7,1,"Group",0
"triple_falls_creek",7,7,1,"Natural_Feature",0
"trona",7,7,1,"City",0
"tuolumne_rivers_groundwater_basin_association",7,7,1,"Group",1
"turlock_lake",7,2,1,"Natural_Feature",0
"turlock_subbasins",7,2,1,"Basin",0
"turnipseed_project",7,7,1,"Water_Project",0
"tuscan",7,2,2,"Geographic_Unit",1
"ulatis",7,7,1,"Basin",1
"united_states_bureau_of_reclamation_central_valley_operation_annual_reports",7,1,1,"Technical",0
"university_of_california_merced",7,4,1,"State_Gov",0
"upper_san_luis_rey",7,7,1,"Basin",1
"upper_san_luis_rey_subbasin",7,7,1,"Basin",0
"urban_communities",7,7,1,"Group",0
"us_express_mail",7,1,1,"Nonsense",1
"valley_oaks",7,7,1,"Nonsense",1
"valley_water_groundwater_sustainability_agency",7,7,1,"Other_GSA",0
"ventura_county_government_center_hall_of_administration",7,2,1,"Infrastructure",1
"ventura_river_watershed_council",7,7,1,"Group",0
"via",7,2,1,"Nonsense",1
"visalia_water_conservation_plant",7,7,1,"Infrastructure",1
"volatile_organic_compound",7,7,1,"Technical",1
"walnut_creek",7,7,1,"City",0
"water_management_plans",7,2,1,"Technical",0
"water_shortage_contingency_plan",7,7,1,"Technical",0
"watersheds_coalition_of_ventura_county_disadvantaged_community_committee",7,2,1,"Group",0
"website_portal",7,7,1,"Data_System",1
"west",7,1,2,"Nonsense",1
"west_butte_subbasin",7,7,1,"Basin",0
"white_wolf_groundwater_sustainability_agency_board",7,7,1,"Group",0
"woodard_curran_provost_pritchard",7,1,1,"Company",1
"yolo_county_flood_control_and_water_conservation_district",7,7,1,"District",0
"yuba_water_agency_groundwater_sustainability_agency",7,7,1,"Other_GSA",0
"zapato_chino_creek",7,7,1,"Natural_Feature",0
"a_alyson_watson",6,6,1,"Person",1
"a_conflict_of_interest_code",6,1,1,"Legal",0
"a_coordinating_committee",6,6,1,"Group",0
"a_long_term_sustainable_water_supply",6,1,1,"Nonsense",1
"action_et_al",6,6,1,"Nonsense",1
"ad_hoc_stakeholder_engagement_committee",6,6,1,"Group",0
"adobe_creek_conjunctive_use",6,6,1,"Water_Project",1
"ae",6,2,1,"Nonsense",1
"alameda_county_public_works_agency",6,6,1,"Group",0
"analysis_plan",6,1,1,"Technical",0
"anne_sippi_clinic",6,6,1,"Nonsense",1
"anticline_ridge",6,6,1,"District",0
"appendix_8a",6,6,1,"Reference",0
"appendix_e_detected",6,2,1,"Reference",0
"appendix_l",6,1,1,"Reference",0
"applied_water",6,2,1,"Technical",1
"aquatic_bioassay_and_consulting",6,3,1,"Company",1
"armona_csd",6,6,1,"District",1
"armstrong_ranch",6,6,1,"Local_Gov",1
"arroyo_las_posas_simi",6,6,1,"Natural_Feature",1
"arsenic_mitigation_project",6,6,1,"Water_Project",0
"as",6,1,1,"Nonsense",1
"asgsa_board",6,6,1,"Group",0
"assigning",6,3,1,"Nonsense",1
"at",6,1,1,"Nonsense",1
"atascadero_basin",6,6,1,"Basin",0
"attachment_f3",6,6,1,"Reference",1
"auditor",6,1,2,"Person",1
"baccharis",6,3,1,"Natural_Feature",1
"bandy_canyon",6,6,1,"Natural_Feature",1
"bank",6,3,1,"Nonsense",1
"banker",6,6,1,"Nonsense",1
"basin_plan_amendment",6,3,2,"Reference",1
"bbbbbbbbbb",6,1,1,"Nonsense",1
"bear_river_band",6,6,1,"Group",1
"becky_steinbruner",6,6,1,"Person",1
"bedford_coldwater_groundwater_sustainability_authority",6,6,1,"Group",0
"beneficial_uses_and_users",6,2,3,"Legal",1
"berrenda",6,6,1,"Geographic_Unit",1
"berryessa",6,6,1,"Geographic_Unit",1
"bfi",6,6,1,"Nonsense",1
"board_advisory_committee",6,2,1,"Group",0
"bolsa_se",6,6,1,"Nonsense",1
"boundary_flow_scenario",6,6,1,"Technical",1
"boyes_hot_springs",6,6,1,"City",0
"bridgeville",6,6,1,"District",0
"bryan_bondy",6,2,1,"Person",1
"buntingville",6,6,1,"Geographic_Unit",1
"burrel_ditch_company",6,1,1,"Company",1
"burton",6,2,1,"Nonsense",1
"byron_bethany_irrigation_district_groundwater_sustainability_agency_east_contra_costa",6,6,1,"Local_GSA",0
"byron_division",6,6,1,"District",1
"c2vsimfg_kern_model",6,2,1,"Technical",0
"c_share",6,1,1,"Nonsense",1
"calibrated_horizontal_hydraulic_conductivity",6,6,1,"Technical",1
"caliente_formation",6,6,1,"Natural_Feature",0
"california_department_of_fish_and_recommendation",6,6,1,"State_Gov",0
"california_government_code_section_6509",6,6,1,"State_Gov",0
"california_institute_of_technology",6,1,1,"State_Gov",0
"california_well_standards_ordinance",6,3,1,"State_Gov",0
"calistoga_subarea",6,6,1,"Geographic_Unit",0
"capay_valley",6,6,1,"Geographic_Unit",0
"capitol_core_group",6,6,1,"Group",0
"carabas",6,6,1,"Nonsense",1
"casa_blanca_barrier",6,6,1,"Infrastructure",1
"cdec10",6,6,1,"Data_System",1
"central_delta_130",6,1,1,"Basin",1
"chanac_formation",6,3,1,"Natural_Feature",0
"charles_brush",6,2,1,"Person",1
"chemical",6,3,1,"Nonsense",1
"chicken_hill_fault",6,6,1,"Natural_Feature",1
"chico_creek",6,1,1,"Natural_Feature",0
"chino_subbasin",6,6,1,"Basin",0
"chowchilla_subbasin_groundwater_sustainability_plan_advisory_committee",6,6,1,"Group",0
"cities_of_ceres",6,6,1,"Local_Gov",1
"cities_of_cotati",6,6,1,"Nonsense",1
"citrus_heights",6,6,1,"City",0
"city_of_antioch_groundwater_sustainability_agency",6,6,1,"Local_GSA",0
"city_of_capitola",6,6,1,"City",0
"city_of_coalinga_groundwater_sustainability_agency",6,6,1,"Local_GSA",0
"city_of_gonzales",6,2,1,"City",0
"city_of_kerman",6,6,1,"City",0
"city_of_paso_robles_groundwater_sustainability_agency",6,6,1,"Local_GSA",0
"city_of_san",6,3,1,"City",0
"city_of_soledad",6,2,1,"City",0
"city_of_wheatland",6,6,1,"City",0
"city_recharge",6,2,2,"Infrastructure",1
"coastal_plain_model_and_regional_model",6,3,1,"Technical",0
"column_l_of_table",6,1,1,"Reference",0
"completed_submitted_activity",6,6,1,"Nonsense",1
"completion_of_task",6,6,1,"Nonsense",1
"confined_animal_sites",6,3,1,"Geographic_Unit",1
"conway_bank",6,1,2,"Natural_Feature",1
"cooperative_extension",6,2,2,"Group",1
"coordination",6,2,1,"Nonsense",1
"cottonwood_creek_recharge_facility",6,6,1,"Infrastructure",1
"county_of_fresno_groundwater_sustainability_agency",6,6,1,"Other_GSA",0
"coyote_hills",6,6,1,"Natural_Feature",1
"coyote_valley_dam",6,6,1,"Infrastructure",0
"cross_sections",6,3,1,"Technical",1
"crpr",6,2,1,"Nonsense",1
"crystal_geyser_roxane",6,6,1,"Company",1
"cy",6,2,1,"Nonsense",1
"d_itenfisu",6,1,1,"Nonsense",1
"d_technical_advisory_committee_standards",6,2,1,"Technical",0
"data_compilation",6,1,1,"Technical",0
"data_entry",6,3,1,"Technical",0
"david_e_welter",6,3,1,"District",0
"david_manning",6,2,1,"District",0
"dce",6,6,1,"Nonsense",1
"deadman_creek",6,6,1,"Natural_Feature",0
"dehp",6,6,1,"Nonsense",1
"deliver",6,1,1,"Nonsense",1
"department_of_conservation",6,2,1,"State_Gov",0
"department_of_environmental_health",6,2,1,"Local_Gov",1
"department_of_food_and_agriculture",6,2,1,"State_Gov",0
"department_of_water_resources_100",6,6,1,"State_Gov",1
"department_of_water_resources_climate_change_guidance_and_resource_guide",6,2,1,"District",0
"department_of_water_resources_climate_change_technical_advisory_group1_climate",6,1,1,"Technical",0
"department_of_water_resources_population_tool",6,6,1,"Data_System",1
"description_of_coordinated_data_management_system",6,1,1,"Technical",0
"description_of_data",6,1,1,"Technical",0
"detected",6,1,1,"Nonsense",1
"dhi",6,6,1,"Company",1
"diablo_water_district_groundwater_sustainability_agency",6,6,1,"Local_GSA",0
"diagram",6,6,1,"Nonsense",1
"dickson",6,6,1,"Nonsense",1
"disadvantaged_community_community",6,2,1,"Group",0
"disadvantaged_community_involvement_committee",6,2,1,"Group",0
"downstream_water_users",6,3,1,"Group",1
"draft_monterey",6,6,1,"Nonsense",1
"drinking_water_and_health",6,3,2,"Nonsense",1
"dudley_ridge_water_district",6,6,1,"District",0
"dunnigan_hills_management_areas",6,6,1,"Geographic_Unit",0
"each_primary_and_alternate",6,1,1,"Nonsense",1
"east_turlock",6,6,1,"District",1
"eastern_management_area_groundwater_sustainability_agency",6,3,1,"Other_GSA",0
"eastern_tule_groundwater_sustainability_agency_basin",6,1,1,"Basin",0
"eastside_groundwater_sustainability_agency",6,6,1,"Other_GSA",0
"edison_oil_field",6,6,1,"Natural_Feature",1
"edna_valley_growers_mutual_water_company",6,6,1,"Company",1
"effect_of_minimum_thresholds_on_neighboring_basins_and_subbasins",6,2,1,"Basin",0
"elsinore_fault_zone",6,2,1,"Geographic_Unit",0
"entisols",6,3,1,"Natural_Feature",1
"entrix",6,6,1,"Company",1
"environmental_data_exchange_network",6,2,1,"State_Gov",0
"environmental_health_bureau",6,3,1,"Local_Gov",1
"environmental_resource_management_element",6,2,1,"Reference",1
"equation",6,3,1,"Nonsense",1
"esparto",6,6,1,"City",0
"evaluated_against_the_sustainable_management_criteria",6,3,2,"Technical",1
"existing_data",6,3,1,"Technical",0
"farallon",6,3,1,"Natural_Feature",1
"farallon_geographics",6,6,1,"Company",1
"farmhouse",6,6,1,"Nonsense",1
"fk",6,1,1,"Nonsense",1
"forebay_sustainable_management_criteria_technical_advisory_committee",6,6,1,"Group",0
"freeport_regional_water_authority",6,6,1,"Group",0
"freshwater_trust_and_local_government_commission",6,6,1,"Group",0
"fresno_county_board_of_supervisors",6,3,1,"Group",0
"fresno_sloughs",6,6,1,"Natural_Feature",0
"friant_water_authority_report",6,6,1,"Technical",0
"fruit_growers_laboratory",6,3,1,"Company",1
"gateway",6,6,1,"Nonsense",1
"general_legal_counsel",6,3,1,"Nonsense",1
"geologic_study_of_the_orange_cove_irrigation_district",6,1,1,"District",0
"geological_survey_basin_characterization_model",6,6,1,"Technical",0
"geomorphic_setting",6,6,1,"Geographic_Unit",0
"geosystems_analysis_inc",6,6,1,"Company",1
"gila",6,2,2,"Natural_Feature",1
"global_warming_potential",6,2,1,"Technical",1
"gms",6,2,2,"Technical",1
"goals_and_objectives",6,2,1,"Reference",1
"goods_and_services",6,6,1,"Nonsense",1
"google_earth",6,6,1,"Technical",1
"grasslands_wildlife_management_area",6,3,1,"Geographic_Unit",0
"grayson",6,6,1,"City",0
"great_program_advanced_water_purification_facility_expansion_project",6,6,1,"Water_Project",0
"groundwater_ambient_monitoring_and_assessment_groundwater_information_system",6,3,1,"Technical",0
"groundwater_dependent_ecosystem_evaluation",6,6,1,"Technical",1
"groundwater_guide",6,6,1,"District",0
"groundwater_information_center",6,2,2,"Data_System",1
"groundwater_management",6,1,2,"Group",1
"groundwater_management_plan_update",6,2,2,"Technical",1
"groundwater_model",6,6,1,"Technical",0
"groundwater_pumping_fee_program",6,6,1,"Legal",1
"groundwater_sustainability_agency_advisory_committee",6,2,1,"Group",0
"groundwater_sustainability_agency_notice",6,6,1,"Legal",1
"groundwater_sustainability_agency_party_board_of_directors",6,1,1,"Group",0
"groundwater_sustainability_plan_adoption",6,2,2,"Reference",1
"groundwater_sustainability_plan_emergency_regulations_guide",6,2,1,"District",0
"groundwater_sustainability_plan_entities",6,6,1,"Technical",1
"groundwater_sustainability_plan_implementation_effects_on_general_plan_water_supply_assumptions_groundwater_sustainability_plan",6,6,1,"Technical",0
"groundwater_sustainability_plan_stakeholder_communication_and_engagement",6,1,1,"Technical",1
"groundwater_sustainability_plan_working_group_administrative",6,6,1,"Group",1
"groundwater_sustainability_plan_workshops",6,2,1,"Group",1
"groundwater_sustainable_agencies",6,1,1,"Group",0
"gw_settlement_water",6,6,1,"Technical",1
"hank_rupp",6,6,1,"Person",1
"harris",6,6,1,"Person",1
"held",6,3,1,"Nonsense",1
"hereinafter",6,1,1,"Nonsense",1
"hernandez_and_paicines_reservoirs",6,6,1,"Infrastructure",0
"hills_valley_id",6,6,1,"District",0
"hopkins_groundwater_consultants",6,2,1,"Company",1
"httpwwwipumsorg",6,2,1,"Nonsense",1
"hurzel",6,6,1,"Nonsense",1
"hydrogeologic_survey_results_conceptual_model",6,6,1,"Technical",0
"hydrogeologic_working_group",6,6,1,"Group",0
"hydrogeological_data",6,1,1,"Technical",0
"hydrometrics_water_resources_inc",6,6,1,"Company",1
"i_a_walter",6,1,1,"Person",1
"implementation_procedures",6,2,3,"Legal",1
"incomplete_determination",6,6,1,"Nonsense",1
"inflow_terms_and_table",6,1,1,"Reference",0
"institute",6,6,1,"Nonsense",1
"interconnected_surface_waters",6,3,1,"Natural_Feature",1
"introduction",6,1,1,"Reference",1
"irrigation_training_research_center",6,1,2,"Group",1
"jacalitos",6,6,1,"Natural_Feature",1
"katz",6,6,1,"Nonsense",1
"kaweah_subbasin_hydrologic_budget_average",6,2,1,"Technical",1
"kerby",6,6,1,"Nonsense",1
"kern_county_urban_zones",6,2,1,"Geographic_Unit",0
"kew",6,3,1,"Nonsense",1
"kings_subbasin_coordinated_water_budgets",6,1,1,"Technical",1
"kings_subbasin_groundwater_sustainability_agencies",6,1,1,"Group",0
"la_loma_ranch_mutual",6,6,1,"District",1
"laboratory_coordinators",6,3,1,"Group",1
"lake_shastina",6,6,1,"City",0
"lake_success_reservoir",6,1,1,"Infrastructure",0
"lake_success_success_reservoir",6,2,1,"Infrastructure",0
"land_use_element",6,2,1,"Reference",1
"las_posas_hills",6,3,1,"Natural_Feature",1
"las_posas_sand",6,3,1,"Natural_Feature",0
"leadership_counsel",6,3,1,"NGO",1
"loca",6,6,1,"Nonsense",1
"lockeford",6,6,1,"City",0
"lomerias_muertas",6,6,1,"Natural_Feature",1
"longfin_smelt",6,6,1,"Natural_Feature",1
"loosely_consolidated_deposits",6,6,1,"District",0
"los_angeles_county_flood_control_district",6,6,1,"District",0
"los_angeles_county_waterworks_district",6,6,1,"District",0
"los_banos_creek_detention_dam",6,6,1,"Infrastructure",0
"lower_kaweah_rivers",6,2,1,"Natural_Feature",0
"lower_san_joaquin_levee_district",6,6,1,"District",0
"m_e_jensen",6,1,1,"Person",1
"mack",6,1,1,"Nonsense",1
"madera_canal",6,3,1,"Infrastructure",1
"madera_groundwater_subbasin",6,3,1,"Basin",0
"madera_sub_basin",6,3,1,"Basin",0
"management_action_8",6,6,1,"Nonsense",1
"management_area_critical_infrastructure",6,6,1,"Technical",1
"management_plan",6,6,1,"Technical",0
"management_practices_evaluation_program",6,6,1,"Group",1
"matthews",6,3,1,"Nonsense",1
"maximum_contaminant_limit",6,6,1,"Legal",1
"mayacamas",6,3,1,"Basin",1
"mckay",6,3,1,"Nonsense",1
"memorandum",6,3,1,"Reference",1
"mendez_et_al",6,6,1,"Reference",1
"merced_county_general_plan",6,3,1,"Technical",0
"mhb",6,6,1,"Nonsense",1
"michigan_bar",6,6,1,"Geographic_Unit",1
"milliken_reservoir",6,6,1,"Infrastructure",0
"monitoring_networks",6,2,1,"Technical",0
"monterey_bay_national_marine_sanctuary",6,6,1,"Natural_Feature",1
"monterey_county_general_plan",6,6,1,"Technical",0
"moore",6,6,1,"Nonsense",1
"moore_biological_consultants",6,6,1,"Company",1
"moore_twining_associates_environmental_division",6,6,1,"Company",1
"moro_cojo_slough",6,1,1,"Natural_Feature",0
"moss_landing",6,6,1,"City",0
"mutual_water",6,1,1,"District",1
"napa_river_flood_protection_project",6,6,1,"Water_Project",0
"napa_sonoma_valley_groundwater_basin",6,6,1,"Basin",0
"national_aeronautics_and_space_administration_jet_propulsion_laboratory",6,1,1,"Federal_Gov",1
"national_hydrologic_model",6,6,1,"Technical",0
"national_research_council",6,3,1,"Group",0
"natural_communities_commonly_associated",6,2,1,"Natural_Feature",1
"natural_resources_defense_council",6,1,1,"Group",0
"need_for_the_project_covering",6,2,1,"Nonsense",1
"new_creek",6,6,1,"Natural_Feature",0
"nick_janes",6,6,1,"Person",1
"norco_city_council",6,6,1,"Group",0
"north_fork_regional_recharge_project",6,6,1,"Water_Project",0
"notice_of_intent_to_adopt",6,6,1,"Reference",1
"ohws",6,6,1,"Nonsense",1
"ojai_basin_groundwater_management_agency",6,6,1,"Local_GSA",0
"ojai_valley",6,6,1,"Geographic_Unit",0
"ojai_water_conservation_district",6,6,1,"District",0
"oneill_forebay",6,3,1,"Infrastructure",1
"ordanance_survey",6,6,1,"Nonsense",1
"order_and_mrp",6,6,1,"Nonsense",1
"oro_loma_water_district_groundwater_sustainability_agency",6,6,1,"Local_GSA",0
"outdoor_access_for_all_act",6,1,1,"Legal",0
"outreach",6,1,2,"Group",1
"pacheco_pass_water_district",6,6,1,"District",0
"padre",6,6,1,"Nonsense",1
"paee",6,6,1,"Nonsense",1
"para",6,3,1,"Nonsense",1
"paradigm_environmental",6,6,1,"Company",1
"parcc",6,3,1,"Nonsense",1
"pardee_reservoir",6,3,1,"Infrastructure",0
"parks_creek",6,6,1,"Natural_Feature",0
"participating_agencies",6,6,1,"Group",0
"paso_basin_county_of_san_luis_obispo_groundwater_sustainability_agency",6,6,1,"Other_GSA",0
"patterson_and_gustine",6,1,2,"Geographic_Unit",1
"paula",6,3,1,"Person",1
"pauloo_et_al_2020",6,2,1,"Reference",1
"peer_review_report",6,3,1,"Technical",0
"peoples_ditch_company",6,6,1,"Company",1
"perched_mounded_aquifer",6,6,1,"Natural_Feature",0
"pesticide_contamination_prevention_act",6,1,1,"Legal",0
"pinedale_county_water_district",6,6,1,"District",0
"pinoleville_pomo_nation",6,6,1,"Group",1
"pinos_creek",6,6,1,"Natural_Feature",0
"pixley_id_board_of_directors",6,6,1,"Group",0
"pleasant_valley_pipeline",6,3,1,"Infrastructure",1
"pleistocene_alluvium",6,6,1,"Natural_Feature",0
"pole_creek_fan",6,3,1,"Natural_Feature",1
"portal",6,6,1,"Nonsense",1
"portola",6,6,1,"City",0
"pro_tern",6,1,1,"Group",1
"project_lead",6,3,1,"Nonsense",1
"prudic",6,2,1,"Person",1
"public_outreach_plan",6,3,1,"Technical",0
"public_trust_resources_resulting",6,6,1,"Nonsense",1
"public_utilities_commission_regulated_water_public_utilities_commission_regulated_water",6,1,1,"Group",1
"public_water",6,1,4,"Nonsense",1
"purisima_highlands",6,6,1,"Geographic_Unit",1
"qg",6,3,1,"Nonsense",1
"r_g_allen",6,1,1,"Person",1
"r_l_elliott",6,1,1,"Person",1
"r_l_snyder",6,1,1,"Person",1
"rasmus",6,6,1,"Nonsense",1
"rcra",6,6,1,"Legal",1
"rector_creek",6,6,1,"Natural_Feature",0
"recycled_water_transfer_stormwater_other_source_of_outside_water",6,6,1,"District",0
"reed_ditch_company",6,6,1,"Company",1
"regional_surface_water_supply_project",6,6,1,"Water_Project",0
"regional_water_management_group",6,2,1,"Group",0
"report",6,1,1,"Technical",0
"representative_or_alternate",6,1,1,"Nonsense",1
"representatives_and_alternate_representatives",6,1,1,"Group",1
"requires",6,1,1,"Nonsense",1
"reservation",6,2,2,"Geographic_Unit",1
"reserve_center",6,6,1,"Infrastructure",1
"responsible_agency",6,6,1,"Group",0
"rice_coalition_groundwater_assessment_report",6,6,1,"Technical",0
"richard_c_slade_associates",6,2,1,"Company",1
"riparian_mixed_hardwood_alliance",6,3,1,"NGO",1
"rmc_water_and_environment",6,2,1,"Company",1
"roberts_reservoir",6,6,1,"Infrastructure",0
"robles_city_hall",6,6,1,"Infrastructure",1
