"name","num_appearances","entity_type","AI_TAGGED","degree","gsp_id"
"north",3,"Nonsense",1,1,"52"
"north_yuba_subbasins",3,"Basin",0,1,"52"
"state_water_resources_control_board",6,"State_Gov",0,3,"52"
"simulated",3,"Nonsense",1,1,"52"
"south_yuba_water_district",3,"District",0,1,"52"
"state",3,"State_Gov",1,2,"52"
"thermalito_afterbay",4,"Infrastructure",1,3,"52"
"wyandotte_creek_subbasins",3,"Basin",0,1,"52"
"yuba_city",3,"City",0,2,"52"
"pre_tertiary",3,"Nonsense",1,1,"52"
"groundwater_sustainability_agency_work_group",3,"Group",0,3,"52"
"sacramento_valley_groundwater_basin",3,"Basin",0,1,"52"
"yuba_county_environmental_health_department",3,"Group",0,1,"52"
"assembly_bill_3030",2,"Legal",1,4,"52"
"appendix_a",2,"Reference",0,1,"52"
"board_chambers",2,"Infrastructure",1,1,"52"
"bookman_edmonston_engineering_inc",2,"Company",1,1,"52"
"conjunctive",2,"Nonsense",1,1,"52"
"cordua_id",2,"District",0,1,"52"
"department_of_agriculture",5,"Federal_Gov",0,2,"52"
"feather_river",3,"Natural_Feature",0,2,"52"
"federal_energy_regulatory_commission",2,"Federal_Gov",0,1,"52"
"groundwater_sustainability_plan_implementation_interaction_the_yuba_subbasins",2,"Basin",0,1,"52"
"hydrographs",2,"Technical",1,2,"52"
"hydstra",2,"Data_System",1,1,"52"
"loam",2,"Natural_Feature",0,3,"52"
"mayfly_insects",2,"Natural_Feature",1,1,"52"
"modesto",2,"City",0,2,"52"
"national_geodetic_survey",2,"Federal_Gov",1,1,"52"
"north_fork",3,"City",0,1,"52"
"observed_groundwater_levels",2,"Data_System",1,1,"52"
"olivehurst_plumas_lake",2,"Natural_Feature",0,1,"52"
"pliocene",2,"Natural_Feature",1,1,"52"
"riverbank_formation",4,"Natural_Feature",0,1,"52"
"smcl",2,"Nonsense",1,1,"52"
"subbasin",3,"Basin",0,1,"52"
"siemens",2,"Company",1,1,"52"
"south_fork",4,"Natural_Feature",1,2,"52"
"technical_support_services",2,"Technical",0,1,"52"
"uda",2,"Nonsense",1,1,"52"
"water_quality",2,"Technical",1,1,"52"
"wells_monitored",2,"Technical",0,2,"52"
"california_natural_diversity_database",2,"State_Gov",0,1,"52"
"camp_far_west_reservoir",2,"Infrastructure",0,1,"52"
"groundwater_level_monitoring_network",2,"Technical",0,1,"52"
"modesto_formation",2,"Natural_Feature",0,1,"52"
"national_geodetic_survey_guidelines_for_establishing_gps_derived_ellipsoid_heights",2,"District",0,1,"52"
"tuscan_formation",2,"Natural_Feature",0,2,"52"
"yuba_county_code",2,"Legal",0,1,"52"
"0433pm_5",1,"Nonsense",1,1,"52"
"1_department_of_water_resources",1,"State_Gov",1,1,"52"
"a",1,"Nonsense",1,1,"52"
"appendix_c",1,"Reference",0,1,"52"
"appendix_f_2030",1,"Reference",0,1,"52"
"appendix_f_future",1,"Reference",0,1,"52"
"argia_spp",1,"Natural_Feature",1,1,"52"
"bay_delta_office",1,"State_Gov",1,1,"52"
"beale",1,"Nonsense",1,1,"52"
"bear_river_based",1,"District",1,1,"52"
"bear_river_inflow",1,"Natural_Feature",1,1,"52"
"because",1,"Nonsense",1,1,"52"
"beckwourth_room",1,"Nonsense",1,4,"52"
"bioaccumulation_monitoring_program",1,"Technical",0,1,"52"
"bioassessment_program",1,"Technical",1,1,"52"
"board_of_supervisors",1,"Group",0,3,"52"
"california_central_valley_groundwater_surface_water_simulation_model",1,"State_Gov",0,1,"52"
"california_department_of_fish",1,"State_Gov",0,4,"52"
"coordination_and_information_sharing_coordination",1,"Group",1,1,"52"
"cordua_irrigation_district_cordua_irrigation_district",1,"District",0,2,"52"
"corixidae",1,"District",0,1,"52"
"creek_subbasin",1,"Basin",0,1,"52"
"department_of_water_resources_bulletin_132",1,"Reference",1,2,"52"
"department_of_water_resources_reclamation_subsidence_monitoring",1,"Technical",0,1,"52"
"data",1,"Technical",0,2,"52"
"davids_engineering",1,"District",0,1,"52"
"depletion_evaluation",1,"Technical",1,1,"52"
"development_of_hydrogeologic_conceptual_model_and_aquifer_parameters_8",1,"Technical",0,1,"52"
"edmunston",1,"Nonsense",1,1,"52"
"established",1,"Nonsense",1,2,"52"
"extant_cicindela",1,"Nonsense",1,2,"52"
"extant_oncorhynchus",1,"Natural_Feature",1,3,"52"
"federal_entities",1,"Group",1,2,"52"
"groundwater_sustainability_committee_chair",1,"Person",1,2,"52"
"gold_rush",1,"Nonsense",1,1,"52"
"groundwater_dependent_ecosystems",1,"Natural_Feature",0,1,"52"
"city_of_marysville_groundwater_sustainability_agency",1,"Other_GSA",0,1,"52"
"gyrinidae",1,"District",0,1,"52"
"hydrogeology_study_of_yuba_goldfields_phase_ii_report",1,"Technical",0,1,"52"
"identify",1,"District",0,1,"52"
"implementation_timing_criteria_accrual_for_implementation_of_benefits",1,"Legal",1,1,"52"
"james_p_stall",1,"Person",1,1,"52"
"land_use_plans_outside",1,"District",0,4,"52"
"layer_4_layer_4",1,"Nonsense",1,2,"52"
"leptoceridae",1,"District",0,1,"52"
"maintain_and",1,"Nonsense",1,1,"52"
"mayfly_insects_enallagma",1,"Natural_Feature",1,1,"52"
"miocene",1,"Natural_Feature",1,1,"52"
"miocene_pliocene_mehrten_formation",1,"Natural_Feature",0,1,"52"
"monitored_for_groundwater_levels",1,"Technical",0,1,"52"
"mystacides",1,"District",0,1,"52"
"nos",1,"Nonsense",1,1,"52"
"national_weather_service_us_army_corps_of_engineers_us_bureau_of_reclamation_us_geological_survey",1,"Federal_Gov",1,1,"52"
"nicolaus_sut",1,"District",1,1,"52"
"north_yuba_subbasin_surface",1,"Natural_Feature",1,1,"52"
"olive_clubtail_insects",1,"Natural_Feature",1,1,"52"
"pentaneura",1,"Nonsense",1,1,"52"
"placer_counties",1,"Local_Gov",1,1,"52"
"procloeon",1,"Nonsense",1,1,"52"
"surface_energy_balance_algorithm_for_land",2,"Technical",1,1,"52"
"surface_water_ambient_monitoring_program",1,"Technical",0,1,"52"
"sierra_nevada_basement",2,"Natural_Feature",1,1,"52"
"silty_clay",1,"Natural_Feature",0,3,"52"
"soil_survey_staff",1,"Group",1,2,"52"
"south_yuba_wd",1,"District",0,1,"52"
"subregion_4",1,"Geographic_Unit",1,1,"52"
"california_legislature",1,"State_Gov",0,1,"52"
"city_of",2,"City",0,2,"52"
"conjunctive_use_agreements",2,"Group",0,2,"52"
"domestic_well_project",1,"Water_Project",0,1,"52"
"thermalito",1,"City",0,1,"52"
"topography_the",1,"Nonsense",1,1,"52"
"tule_bluet_insects",1,"Natural_Feature",1,1,"52"
"tuscan_units_b",1,"Basin",1,1,"52"
"valley_springs_formation",1,"Natural_Feature",0,1,"52"
"vice",1,"Nonsense",1,2,"52"
"water_budget_data_initial",1,"Technical",0,2,"52"
"wilson_creek",1,"Natural_Feature",0,1,"52"
"ysi_6820",1,"Infrastructure",1,1,"52"
"ysi_6920",1,"Infrastructure",1,1,"52"
"yuba_county_groundwater_management_plan",1,"Technical",0,1,"52"
"yuba_county_integrated_regional_water_management_plan",1,"Technical",0,1,"52"
"yuba_marysville",1,"Local_Gov",1,1,"52"
"yuba_subbasins_groundwater_sustainability_plan",1,"Technical",0,1,"52"
"yuba_water_agency_conference",1,"Group",1,1,"52"
"irideus",1,"District",0,3,"52"
"air_force_environmental_restoration_program",1,"Federal_Gov",1,1,"52"
"statewide_groundwater_elevation_monitoring_program",1,"Technical",0,2,"52"
"state_legislature",1,"State_Gov",0,2,"52"
"groundwater_ambient_monitoring_and_assessment",1,"State_Gov",0,2,"52"
"hydrogeologic_understanding_of_the",1,"Technical",1,1,"52"
"integrated_water_flow_model_version_2015",1,"Technical",0,1,"52"
"sacramento_river_funding_area",1,"Geographic_Unit",0,1,"52"
"short_term_secondary_drinking_water_maximum_contaminant_level",1,"Legal",1,1,"52"
"upper_secondary_drinking_water_maximum_contaminant_level",1,"Legal",1,2,"52"
"yuba_groundwater_model_sensitivity_analysis_sensitivity",1,"Technical",0,1,"52"
"yuba_wheatland_canal",1,"Infrastructure",1,1,"52"
"kern_river_groundwater_sustainability_agency",790,"Local_GSA",0,92,"54"
"groundwater_sustainability_plan",619,"Local_Gov",0,61,"54"
"groundwater_sustainability_agency",184,"Local_GSA",0,22,"54"
"department_of_water_resources",179,"State_Gov",0,36,"54"
"subbasin",140,"Basin",0,21,"54"
"kern_county_subbasin",169,"Basin",0,25,"54"
"kern_delta_water_district",136,"District",0,31,"54"
"sustainable_groundwater_management_act",133,"State_Gov",0,21,"54"
"kern_county",111,"County",0,26,"54"
"id4",105,"District",0,30,"54"
"mt",104,"State_Gov",1,22,"54"
"bakersfield",92,"City",0,26,"54"
"state_water_project",88,"Water_Project",0,17,"54"
"kern_county_water_agency",85,"Group",0,21,"54"
"geological_survey",65,"Federal_Gov",0,17,"54"
"greenfield",46,"City",0,9,"54"
"mo",45,"Nonsense",1,9,"54"
"ma",40,"Nonsense",1,9,"54"
"kern_groundwater_authority",47,"Other_GSA",0,19,"54"
"east_niles_community_services_district",36,"District",0,12,"54"
"lamont_public_utilities_district",32,"District",0,7,"54"
"water_year",29,"Technical",1,2,"54"
"mou",28,"Group",0,7,"54"
"first_point",27,"Nonsense",1,6,"54"
"city_of_bakersfield",29,"City",0,8,"54"
"city_of",39,"City",0,14,"54"
"global_positioning_system",23,"Technical",1,4,"54"
"kern_river_groundwater_sustainability_agency_plan_managers",23,"Group",1,6,"54"
"lamont",23,"City",0,7,"54"
"sustainable_groundwater_management_act_projects",23,"Water_Project",0,4,"54"
"central_valley_project",22,"Water_Project",0,4,"54"
"united_states",24,"Federal_Gov",1,3,"54"
"agricultural_ma",39,"Nonsense",1,8,"54"
"california",20,"State_Gov",0,8,"54"
"county",20,"County",0,5,"54"
"metropolitan_bakersfield",18,"Local_Gov",1,4,"54"
"state",18,"State_Gov",1,3,"54"
"underground_source_of_drinking_water",19,"Natural_Feature",1,2,"54"
"afy",14,"Nonsense",1,7,"54"
"san_joaquin_valley",14,"Geographic_Unit",0,4,"54"
"todd_groundwater",14,"Person",1,11,"54"
"c2vsimfgkern",13,"Nonsense",1,1,"54"
"kern",15,"County",0,3,"54"
"water_allocation_plan",13,"Technical",0,1,"54"
"af",12,"Nonsense",1,2,"54"
"kern_river_groundwater_sustainability_agency_agricultural_ma",13,"District",1,4,"54"
"wells",12,"Infrastructure",1,3,"54"
"maximum_contaminant_level",10,"Legal",1,5,"54"
"sierra_nevada",10,"Natural_Feature",1,2,"54"
"city",14,"Nonsense",1,2,"54"
"kern_fan_monitoring_committee",18,"Group",0,4,"54"
"wy2015",9,"Reference",1,2,"54"
"draft",9,"Nonsense",1,2,"54"
"fao",8,"NGO",1,4,"54"
"gis",8,"Technical",1,3,"54"
"kern_delta",10,"Basin",1,6,"54"
"kern_fan",13,"Natural_Feature",1,4,"54"
"national_park_service",8,"Federal_Gov",0,4,"54"
"p_corp",8,"Company",1,5,"54"
"wy2070",8,"Reference",1,1,"54"
"central_valley_water_board",8,"Group",0,4,"54"
"city_and_cal_water",8,"District",1,2,"54"
"agency",7,"Group",0,2,"54"
"berrenda_mesa",8,"Geographic_Unit",1,1,"54"
"board",7,"Group",0,2,"54"
"gebco",7,"Data_System",1,4,"54"
"geohydrologic",7,"Nonsense",1,1,"54"
"greenfield_cwd",7,"District",0,3,"54"
"ireland",7,"Geographic_Unit",1,1,"54"
"kern_river",9,"Natural_Feature",0,1,"54"
"kern_water_bank",10,"Water_Project",1,4,"54"
"urban",7,"Geographic_Unit",1,3,"54"
"attachment_f3",6,"Reference",1,1,"54"
"buena_vista_water_storage_district",11,"District",0,3,"54"
"berrenda",6,"Geographic_Unit",1,3,"54"
"gw",6,"Nonsense",1,1,"54"
"ign",6,"Nonsense",1,4,"54"
"lithologic",7,"Technical",1,1,"54"
"natural_communities_commonly_associated_with_groundwater",8,"Natural_Feature",0,1,"54"
"north_kern_water_storage_district",8,"District",0,1,"54"
"nrcan",6,"Federal_Gov",1,2,"54"
"parties",6,"Nonsense",1,2,"54"
"party",6,"Nonsense",1,2,"54"
"pioneer_project",12,"Water_Project",0,3,"54"
"projects",6,"Water_Project",0,1,"54"
"bvgsa",5,"Other_GSA",0,4,"54"
"environmental_health_services",6,"Local_Gov",1,1,"54"
"esri_china",5,"Company",1,4,"54"
"esri_japan",5,"Company",1,4,"54"
"groundwater_sustainability_plans",5,"Technical",0,4,"54"
"hcgwpp",5,"District",1,2,"54"
"jet_propulsion_laboratory",6,"Federal_Gov",1,1,"54"
"kadaster_nl",5,"State_Gov",1,4,"54"
"meti",5,"Nonsense",1,4,"54"
"page",5,"Reference",0,1,"54"
"kern_county_general_plan",7,"Technical",0,1,"54"
"urban_ma",5,"Nonsense",1,1,"54"
"wolf_subbasin",5,"Basin",0,3,"54"
"af_month",4,"Nonsense",1,6,"54"
"banking_ma",5,"Nonsense",1,1,"54"
"buena_vista_farms",4,"Local_Gov",1,1,"54"
"burton",4,"Nonsense",1,1,"54"
"california_water_code",5,"State_Gov",0,1,"54"
"california_water_service_company",4,"State_Gov",0,1,"54"
"data_management_system",5,"Technical",0,3,"54"
"dwrsf",4,"Nonsense",1,1,"54"
"dale_et_al",4,"Reference",1,3,"54"
"district",4,"District",0,1,"54"
"exempt_aquifers",4,"Natural_Feature",0,1,"54"
"kern_river_groundwater_sustainability_agency_board",8,"Group",0,1,"54"
"kern_river_formation",5,"Natural_Feature",0,1,"54"
"mas",4,"Nonsense",1,1,"54"
"mapmyindia",4,"Company",1,2,"54"
"metropolitan_bakersfield_general_plan",6,"Technical",0,3,"54"
"ordnance_survey",4,"NGO",1,4,"54"
"second_point",4,"Nonsense",1,1,"54"
"todd_gw",4,"Infrastructure",1,1,"54"
"urban_zone",4,"Geographic_Unit",0,2,"54"
"vic",4,"Nonsense",1,1,"54"
"wy1922",4,"Nonsense",1,1,"54"
"white_wolf",4,"Nonsense",1,2,"54"
"kern_river_fan",4,"Natural_Feature",1,1,"54"
"a3",3,"Nonsense",1,3,"54"
"aewsd",3,"Nonsense",1,1,"54"
"appendix_i",3,"Reference",0,2,"54"
"arsenic",3,"Natural_Feature",1,3,"54"
"attachment_f2",3,"Reference",1,1,"54"
"attachment_f4",3,"Reference",1,1,"54"
"basin_setting",3,"Geographic_Unit",0,1,"54"
"board_of_directors",7,"Group",0,4,"54"
"c2vsimfg_kern_historical_simulation_table_11b_current_groundwater_budget",3,"Reference",0,1,"54"
"csd",3,"Nonsense",1,1,"54"
"calloway_weir",4,"Infrastructure",0,4,"54"
"disadvantaged_community",3,"Group",0,1,"54"
"division_of_drinking_water",3,"State_Gov",0,1,"54"
"delorme",3,"Company",1,14,"54"
"dee_jaspar",3,"Person",1,1,"54"
"first_point_to_second_point",3,"Nonsense",1,2,"54"
"gar",3,"Nonsense",1,1,"54"
"hydrographic_reports",3,"Technical",0,2,"54"
"irrigated_lands_regulatory_program",5,"State_Gov",0,1,"54"
"itrc",3,"NGO",1,2,"54"
"kern_river_watershed_coalition_authority",4,"Group",0,5,"54"
"kern_tulare_wd",3,"District",0,2,"54"
"national_aeronautics_and_space_administration",4,"Federal_Gov",0,1,"54"
"normwd",3,"District",0,1,"54"
"pioneer",3,"City",0,3,"54"
"precipitation_percolation",3,"Technical",1,1,"54"
"rmw",3,"Nonsense",1,3,"54"
"recharge",3,"Natural_Feature",1,2,"54"
"kern_river_flow_and_municipal_water_program",4,"Water_Project",1,1,"54"
"state_of_california",4,"State_Gov",0,2,"54"
"todd",3,"Person",1,2,"54"
"tomtom",3,"Company",1,14,"54"
"uwmp",3,"Technical",1,1,"54"
"vaughn_water_company",4,"Company",1,5,"54"
"wc",3,"Nonsense",1,1,"54"
"woodard_curran",3,"Company",1,4,"54"
"kern_county_revision",3,"Reference",1,4,"54"
"agricultural_lands",3,"Geographic_Unit",1,1,"54"
"appendix_k",2,"Reference",0,2,"54"
"baseline",3,"Technical",1,2,"54"
"berrenda_mesa_water_district",2,"District",0,1,"54"
"best_management_practices",2,"Legal",1,1,"54"
"california_polytechnic_state_university",2,"City",0,1,"54"
"department_of_toxic_substances_control",3,"State_Gov",0,1,"54"
"disadvantaged_communities",2,"Group",0,1,"54"
"east_niles",2,"City",0,1,"54"
"enterprises",2,"Nonsense",1,1,"54"
"federal",2,"Nonsense",1,1,"54"
"groundwater_banking_program",2,"Water_Project",1,2,"54"
"integrated_water_flow_model",3,"Technical",0,1,"54"
"improvement_district",2,"District",0,5,"54"
"improvement_district_no4",2,"District",1,1,"54"
"intermap",2,"Company",1,12,"54"
"kern_groundwater_authority_groundwater_sustainability_agency",7,"Other_GSA",0,1,"54"
"kern_channel",2,"Natural_Feature",1,4,"54"
"kern_county_c2vsimfg_bypassspecsdat_removed",2,"Technical",1,1,"54"
"kern_river_channel",3,"Natural_Feature",1,6,"54"
"kern_sanitation_authority",4,"Group",0,2,"54"
"kern_subbasin",3,"Basin",0,3,"54"
"mesa",2,"City",0,1,"54"
"metropolitan",2,"Nonsense",1,1,"54"
"monitoring",2,"Technical",0,1,"54"
"noi",2,"Nonsense",1,3,"54"
"oilfield",2,"Nonsense",1,2,"54"
"preserved_entitlement",2,"Legal",1,1,"54"
"project",2,"Water_Project",0,1,"54"
"proporcionar_información_sobre_sus_desafíos_de",2,"Nonsense",1,1,"54"
"qa_qc",2,"Technical",1,1,"54"
"rrbwsd",2,"District",1,1,"54"
"san_joaquin_river_restoration_program",2,"Local_Gov",0,1,"54"
"state_water_resource_control_board",2,"Group",0,1,"54"
"sacramento",2,"County",0,1,"54"
"self_help",2,"Group",1,2,"54"
"congress_us_senate",2,"Federal_Gov",0,1,"54"
"small_water_systems",2,"Natural_Feature",0,1,"54"
"support_sustainable_groundwater_supplies",2,"Nonsense",1,1,"54"
"that_city_of",2,"City",0,1,"54"
"army_corps_of_engineers",3,"Federal_Gov",0,2,"54"
"updated",2,"Nonsense",1,1,"54"
"water_boards",2,"Group",0,3,"54"
"agua_subterránea_pasados",2,"Nonsense",1,1,"54"
"el_río",2,"Natural_Feature",1,1,"54"
"la_sostenibilidad",2,"District",0,2,"54"
"para_kern_river_groundwater_sustainability_agency",2,"Other_GSA",0,2,"54"
"que_la_groundwater_sustainability_agency",2,"Other_GSA",0,1,"54"
"20year_study_period",2,"Reference",1,2,"54"
"board_members",2,"Group",1,1,"54"
"california_government_code",2,"State_Gov",0,1,"54"
"city_of_los_angeles",2,"City",0,1,"54"
"communication_and_engagement_plan",2,"Technical",0,1,"54"
"gis_user_community",2,"Group",0,4,"54"
"irrigated_lands_program",2,"Group",1,1,"54"
"kern_county_subbasin_for",2,"Basin",1,1,"54"
"kern_county_water_agency_improvement_district_no",2,"District",1,2,"54"
"kern_river_oilfield",2,"Natural_Feature",1,1,"54"
"kern_river_watermaster",2,"Group",1,1,"54"
"notice_of_decision_to_become_a_groundwater_sustainability_agency",2,"Other_GSA",0,1,"54"
"planning_horizon_water_year2041",2,"Reference",1,1,"54"
"water_allocation_plan_agricultural_ma",2,"Nonsense",1,1,"54"
"agricultural_water_quality_thresholds",1,"Technical",1,1,"54"
"appendix_a",1,"Reference",0,1,"54"
"appendix_f",1,"Reference",0,1,"54"
"appendix_k_21",1,"Reference",0,1,"54"
"aquifer_hydraulic_properties_information",1,"Natural_Feature",0,1,"54"
"arsenic_arsenic",1,"Nonsense",1,1,"54"
"bdc",1,"Nonsense",1,3,"54"
"bakersfield_city_hall",1,"Local_Gov",1,1,"54"
"bear_mountain_truck",1,"Nonsense",1,1,"54"
"beta_version",1,"Nonsense",1,1,"54"
"buena_vista_groundwater_sustainability_agency",2,"Other_GSA",0,2,"54"
"buena_vista_road",1,"Nonsense",1,1,"54"
"c2vsimfg_kern_model",1,"Technical",0,2,"54"
"central_valley_regional_water_quality_control_board",2,"State_Gov",0,1,"54"
"cal_poly",1,"Local_Gov",1,1,"54"
"data_exchange_center",1,"State_Gov",0,1,"54"
"department_of_finance",1,"State_Gov",0,1,"54"
"state_university",2,"State_Gov",0,2,"54"
"water_commission",1,"State_Gov",0,1,"54"
"canal_operational_recharge",1,"Water_Project",1,1,"54"
"central_valley_water_board_cwd_county_water_district_disadvantaged_community",1,"Group",0,1,"54"
"charles_brush",1,"Person",1,1,"54"
"climate_change",1,"Nonsense",1,1,"54"
"conservation_service",1,"Federal_Gov",1,1,"54"
"curran",1,"Nonsense",1,1,"54"
"department_of_water_resources_department_of_water_resources_groundwater_sustainability_agency",1,"Other_GSA",0,1,"54"
"data_recording",2,"Technical",0,1,"54"
"de_leon",1,"Person",1,1,"54"
"evelyn_young_spath",1,"Person",1,2,"54"
"friant_water_users_authority",1,"Group",0,2,"54"
"faunt",1,"Person",1,1,"54"
"fluvial",1,"Natural_Feature",1,1,"54"
"friant_kern_canal",1,"Infrastructure",1,2,"54"
"groundwater_ambient_monitoring_and_assessment",1,"State_Gov",0,1,"54"
"geoid_3112",1,"District",0,1,"54"
"groundwater_sustainability_agency_sustainability_goalma_portal",1,"Data_System",1,3,"54"
"groundwater_sustainability_plan_groundwater_sustainability_plan",1,"Technical",0,1,"54"
"groundwater_sustainability_plan_submittal",1,"Reference",1,2,"54"
"gw_banking",1,"Technical",1,1,"54"
"garmin",1,"Company",1,1,"54"
"general_outreach_and_audience_mapping_pursuant",1,"Technical",1,1,"54"
"groundwater_chemistry_geological_survey",1,"Technical",1,1,"54"
"groundwater_quality",1,"Technical",1,1,"54"
"henry_c_garnett_water_purification_plant",4,"Infrastructure",1,3,"54"
"historic_low_wl",1,"Technical",1,1,"54"
"historic_low_wl_historic_low_wl",1,"Technical",1,1,"54"
"horizon_water_and_environment_for",1,"NGO",1,1,"54"
"ipums_national_historical_geographic_information_system_database",2,"Technical",0,2,"54"
"insar_monitoring_for_land_subsidence",1,"Technical",0,1,"54"
"information_system",1,"Technical",0,1,"54"
"jennings",1,"Nonsense",1,1,"54"
"jerry_brown",1,"Person",1,1,"54"
"kern_county_water_agency_board",2,"Group",0,1,"54"
"kern_county_water_agency_todd_groundwater",1,"District",1,3,"54"
"kern_groundwater_management_committee",2,"Group",0,2,"54"
"kern_river_groundwater_sustainability_agency_agricultural_management_area_arsenic",1,"Geographic_Unit",1,1,"54"
"kern_river_groundwater_sustainability_agency_banking_management_area_arsenic",1,"Geographic_Unit",1,1,"54"
"kern_county_environmental_health_services",2,"Local_Gov",1,3,"54"
"kern_county_subbasin_groundwater_sustainability_plan",1,"Technical",0,1,"54"
"kern_county_urban_zones",1,"Geographic_Unit",0,1,"54"
"kern_front",1,"Basin",1,1,"54"
"kern_nwr",1,"District",1,1,"54"
"kern_river_plan_element",2,"Group",1,2,"54"
"la",1,"Nonsense",1,1,"54"
"localmente",1,"Nonsense",1,1,"54"
"lamont_public_utilities_district_mw",1,"District",1,1,"54"
"levels_in_storage",1,"Technical",1,2,"54"
"local_agency_meeting",1,"Group",1,2,"54"
"microsoft_excel_or_access",1,"Technical",1,2,"54"
"modeling_best_management_practices_guidance_document",1,"Technical",0,1,"54"
"north_kern_wsd",1,"District",1,1,"54"
"oildale_mutual_water_company",3,"Company",1,1,"54"
"office_of_ground_water_technical_memorandum",1,"Technical",0,1,"54"
"ongoing_communication_and_public_outreach",1,"Group",1,2,"54"
"phillips",1,"Nonsense",1,1,"54"
"prioriza_el_uso",1,"Nonsense",1,1,"54"
"pritchard",1,"Nonsense",1,1,"54"
"programa_de_monitoreo_y",1,"Technical",0,1,"54"
"projected_water_budget_change_in_groundwater_in_storage_model",1,"Technical",0,1,"54"
"provost",1,"Nonsense",1,1,"54"
"public_meetings",1,"Group",1,1,"54"
"recharge_0",1,"Nonsense",1,1,"54"
"recharge_facilities",1,"Infrastructure",1,1,"54"
"rio_mirada",1,"Geographic_Unit",1,1,"54"
"riparian_vegetation_and_wildlife_habitat",1,"Natural_Feature",1,1,"54"
"rocky_point",1,"Geographic_Unit",1,3,"54"
"rosedale_ranch_id",1,"District",0,1,"54"
"sbvmwd",1,"District",0,1,"54"
"sdac",1,"District",1,1,"54"
"sustainable_groundwater_management_act_open_houses",1,"Group",1,1,"54"
"sustainable_groundwater_management_act_projects_for",1,"Legal",1,1,"54"
"sustainable_groundwater_management_act_roundtable",1,"Group",1,1,"54"
"sustainable_groundwater_planning_grant",1,"Legal",1,1,"54"
"state_water_project_water_quality_monitoring",1,"Technical",0,1,"54"
"san_emigdio_mountains",1,"Natural_Feature",1,1,"54"
"san_joaquin_valley_basin",1,"Basin",0,2,"54"
"secure_inactive",1,"Nonsense",1,1,"54"
"shell_oil_company",1,"Company",1,1,"54"
"sierra",1,"County",0,1,"54"
"silty_clay",1,"Natural_Feature",0,12,"54"
"standards_and_rules_and_regulations_for_land_development",1,"Legal",1,1,"54"
"stop",1,"Nonsense",1,1,"54"
"support_ca_delta_conveyance",1,"Group",1,2,"54"
"sustainability_agencies",1,"Group",0,2,"54"
"sustainable_management_criteria_for_subsidence",1,"District",0,1,"54"
"council_of_the_city_of",1,"City",0,1,"54"
"table_7",1,"Reference",0,1,"54"
"table_a_surface_waterp_allocation",1,"Reference",0,2,"54"
"that_city_of_bakersfield",1,"City",0,1,"54"
"bakersfield_water_board",1,"Group",0,4,"54"
"california_central_valley_groundwater_surface_water_simulation_model",1,"State_Gov",0,2,"54"
"final_coordination_agreement",1,"Group",0,2,"54"
"greenfield_cwd_board_of_directors",1,"Group",0,1,"54"
"kern_county_buena",1,"Local_Gov",1,1,"54"
"kern_county_public_health_services_department",2,"Group",0,3,"54"
"site_cleanup_program",2,"Group",1,1,"54"
"techniques_of_water_resources_investigations",2,"Reference",1,1,"54"
"this_appendix_k",1,"Reference",0,1,"54"
"underground_injection_control",2,"Legal",1,1,"54"
"underground_storage_tank_program",1,"Legal",1,1,"54"
"us_census_geoid",1,"District",0,1,"54"
"underground_storage_tank",2,"Infrastructure",1,1,"54"
"urban_bakersfield_advisory_committee",1,"Group",0,1,"54"
"vaugh_wc",1,"District",1,2,"54"
"wd",1,"District",0,2,"54"
"wy1993",1,"Nonsense",1,1,"54"
"wy2012",1,"Reference",1,1,"54"
"water_budget",1,"Technical",1,1,"54"
"water_quality_goals",2,"Reference",1,2,"54"
"water_resources_discipline",1,"Group",1,1,"54"
"water_site_inventory_system",1,"Data_System",1,1,"54"
"well_completion_reports",1,"Technical",0,1,"54"
"wells_dedicated_monitoring_wells",1,"Technical",0,1,"54"
"wells_wells",1,"Nonsense",1,3,"54"
"wheeler_ridge",1,"District",0,1,"54"
"wheeler_ridgemaricopa_water_storage_district",1,"District",0,1,"54"
"woodard",1,"Person",1,1,"54"
"coordinación_para_implementar_múltiples",1,"Group",1,2,"54"
"entre",1,"Nonsense",1,1,"54"
"httpwwwipumsorg",1,"Nonsense",1,1,"54"
"propio",1,"Nonsense",1,1,"54"
"bakersfield_arch",1,"Nonsense",1,1,"54"
"basin_setting_of_the_plan_area",1,"Geographic_Unit",0,1,"54"
"cob_2800_recharge",1,"Water_Project",1,2,"54"
"california_geological_survey",1,"State_Gov",0,2,"54"
"city_council_and_board_of_supervisors",1,"Group",0,1,"54"
"city_council_of_bakersfield",1,"Local_Gov",1,1,"54"
"city_state",1,"Nonsense",1,1,"54"
"city_water_resources_manager",1,"Nonsense",1,1,"54"
"conjunctive_use",1,"Technical",1,1,"54"
"department_of_water_resources_climate_change_guidance",1,"District",0,1,"54"
"department_of_water_resources_climate_change_guidance_and_resource_guide",1,"District",0,1,"54"
"dow_chemical_company",1,"Company",1,1,"54"
"guidance_for_climate_change_data",1,"Technical",0,1,"54"
"id4_service_area",1,"Geographic_Unit",0,1,"54"
"id4_uwmp",1,"District",0,1,"54"
"irrigation_technology_and_research_center",1,"Group",1,1,"54"
"isabella_dam_safety_modification",1,"Water_Project",1,1,"54"
"kern_delta_water_district_board_of_directors",1,"Group",0,1,"54"
